Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Schallenberg-Rodríguez, J., Del Rio-Gamero, B., Melian-Martel, N., Lis Alecio, T., González Herrera, J.","50162412200; 57197758460; 46461751500; 57218628031; 57218625820","Energy supply of a large size desalination plant using wave energy. Practical case: North of Gran Canaria",2020,"Applied Energy",278,"", 115681,,,,19,10.1016/j.apenergy.2020.115681,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089855087&partnerID=40&md5=874f38ecaec44f2645925835b2984b60",Article,Final,"",Scopus,2-s2.0-85089855087
"Moreira, D., Mathias, N., Morais, T.","57218543843; 57217183672; 35974994300","Dual flapping foil system for propulsion and harnessing wave energy: A 2D parametric study for unaligned foil configurations",2020,"Ocean Engineering",215,"", 107875,,,,19,10.1016/j.oceaneng.2020.107875,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089479407&partnerID=40&md5=c18e9c9cf04c2dd495f409d946cc890f",Article,Final,"",Scopus,2-s2.0-85089479407
"Ribal, A., Babanin, A.V., Zieger, S., Liu, Q.","23467939700; 23017749900; 35254697600; 57190224771","A high-resolution wave energy resource assessment of Indonesia",2020,"Renewable Energy",160,"",,1349,1363,,19,10.1016/j.renene.2020.06.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089171838&partnerID=40&md5=c9dc89d41599ba7455ab5ce7708f3013",Article,Final,"",Scopus,2-s2.0-85089171838
"Garcia-Violini, D., Pena-Sanchez, Y., Faedo, N., Ringwood, J.V.","58250146400; 57200690246; 57202423440; 6603725188","An Energy-Maximising Linear Time Invariant Controller (LiTe-Con) for Wave Energy Devices",2020,"IEEE Transactions on Sustainable Energy",11,"4", 8979388,2713,2721,,19,10.1109/TSTE.2020.2971392,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093518269&partnerID=40&md5=a157c30e75ae64b174ac7226faabd64d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85093518269
"Wan, Y., Zheng, C., Li, L., Dai, Y., Esteban, M.D., López-Gutiérrez, J.-S., Qu, X., Zhang, X.","56555733100; 55268383800; 55648291600; 56048616800; 55506315400; 36242112300; 57214402320; 57207320421","Wave energy assessment related to wave energy convertors in the coastal waters of China",2020,"Energy",202,"", 117741,,,,19,10.1016/j.energy.2020.117741,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089281357&partnerID=40&md5=93bba1df966117a25cff4d63d909a7e9",Article,Final,"",Scopus,2-s2.0-85089281357
"Bingölbali, B., Jafali, H., Akpınar, A., Bekiroğlu, S.","57189584264; 57205266652; 23026855400; 22933724600","Wave energy potential and variability for the south west coasts of the Black Sea: The WEB-based wave energy atlas",2020,"Renewable Energy",154,"",,136,150,,19,10.1016/j.renene.2020.03.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081304905&partnerID=40&md5=1d0c73d9dabf5c2c3b3080f063d02025",Article,Final,"",Scopus,2-s2.0-85081304905
"Liao, Z., Gai, N., Stansby, P., Li, G.","57211022639; 57217675659; 7005162974; 57188641035","Linear Non-Causal Optimal Control of an Attenuator Type Wave Energy Converter M4",2020,"IEEE Transactions on Sustainable Energy",11,"3", 8736294,1278,1286,,19,10.1109/TSTE.2019.2922782,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078530594&partnerID=40&md5=297ffc6d695007c0f20514f7a9296a11",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85078530594
"Sugiura, K., Sawada, R., Nemoto, Y., Haraguchi, R., Asai, T.","57202363874; 57203900861; 57215872493; 57197873158; 34978274900","Wave flume testing of an oscillating-body wave energy converter with a tuned inerter",2020,"Applied Ocean Research",98,"", 102127,,,,19,10.1016/j.apor.2020.102127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082166502&partnerID=40&md5=ec3dee5f27133987270fd94eaf694c98",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85082166502
"Gaspar, L.A., Teixeira, P.R.F., Didier, E.","57214931428; 55989543100; 22979329400","Numerical analysis of the performance of two onshore oscillating water column wave energy converters at different chamber wall slopes",2020,"Ocean Engineering",201,"", 107119,,,,19,10.1016/j.oceaneng.2020.107119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079550696&partnerID=40&md5=b143ed0714ce797dba75befb014028e9",Article,Final,"",Scopus,2-s2.0-85079550696
"Tay, Z.Y., Wei, Y.","23006904500; 56016747600","Power enhancement of pontoon-type wave energy convertor via hydroelastic response and variable power take-off system",2020,"Journal of Ocean Engineering and Science",5,"1",,1,18,,19,10.1016/j.joes.2019.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084431254&partnerID=40&md5=8a5f8a5b9b507b60d358fe71c10c4c7b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85084431254
"Faÿ, F.-X., Henriques, J.C., Kelly, J., Mueller, M., Abusara, M., Sheng, W., Marcos, M.","56818726200; 36173947400; 57037577600; 7402452416; 36449211600; 35220535800; 7103197532","Comparative assessment of control strategies for the biradial turbine in the Mutriku OWC plant",2020,"Renewable Energy",146,"",,2766,2784,,19,10.1016/j.renene.2019.08.074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071399332&partnerID=40&md5=5ca996815ba542ede40d65dc6ce83a3f",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85071399332
"Coe, R.G., Rosenberg, B.J., Quon, E.W., Chartrand, C.C., Yu, Y.-H., van Rij, J., Mundon, T.R.","55532590700; 57259813500; 35107887000; 57014875400; 8651357200; 57919161000; 13205433300","CFD design-load analysis of a two-body wave energy converter",2019,"Journal of Ocean Engineering and Marine Energy",5,"2",,99,117,,19,10.1007/s40722-019-00129-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068128339&partnerID=40&md5=c06ee645855703f7be53585270400839",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85068128339
"Carballo, R., Arean, N., Álvarez, M., López, I., Castro, A., López, M., Iglesias, G.","35291563900; 57195242454; 26321273900; 23005118500; 24170713300; 7404123882; 56261589800","Wave farm planning through high-resolution resource and performance characterization",2019,"Renewable Energy",135,"",,1097,1107,,19,10.1016/j.renene.2018.12.081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059126584&partnerID=40&md5=597b513698acb1dafaf8cc1339589c59",Article,Final,"",Scopus,2-s2.0-85059126584
"Mahiru Rizal, A., Sari Ningsih, N., Sofian, I., Hanifah, F., Hilmi, I.","57206469155; 6507202908; 23013654300; 57191544813; 57203096161","Preliminary study of wave energy resource assessment and its seasonal variation along the southern coasts of Java, Bali, and Nusa Tenggara waters",2019,"Journal of Renewable and Sustainable Energy",11,"1", 014502,,,,19,10.1063/1.5034161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061720269&partnerID=40&md5=aedcf2abd8cb93ddd706cf782c59c82a",Article,Final,"",Scopus,2-s2.0-85061720269
"Meng, F., Ding, B., Cazzolato, B., Arjomandi, M.","57202589321; 54948633800; 6603538173; 24597414300","Modal analysis of a submerged spherical point absorber with asymmetric mass distribution",2019,"Renewable Energy",130,"",,223,237,,19,10.1016/j.renene.2018.06.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048788101&partnerID=40&md5=1272fc9ff6ed77591da728be4fb0d737",Article,Final,"",Scopus,2-s2.0-85048788101
"Temiz, I., Leijon, J., Ekergård, B., Boström, C.","57200218599; 57197762056; 54941293300; 25222591600","Economic aspects of latching control for a wave energy converter with a direct drive linear generator power take-off",2018,"Renewable Energy",128,"",,57,67,,19,10.1016/j.renene.2018.05.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047276899&partnerID=40&md5=5c74a8a962b9caaf8254260bff53c78c",Article,Final,"",Scopus,2-s2.0-85047276899
"O'Dea, A., Haller, M.C., Özkan-Haller, H.T.","56909857500; 7102872668; 7103355992","The impact of wave energy converter arrays on wave-induced forcing in the surf zone",2018,"Ocean Engineering",161,"",,322,336,,19,10.1016/j.oceaneng.2018.03.077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047088187&partnerID=40&md5=d8e8f85401c89393ff07b6002c695bdd",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85047088187
"Ti, Z., Zhang, M., Wu, L., Qin, S., Wei, K., Li, Y.","56622881100; 55840634400; 57201402056; 34977458300; 36674219200; 36067034900","Estimation of the significant wave height in the nearshore using prediction equations based on the Response Surface Method",2018,"Ocean Engineering",153,"",,143,153,,19,10.1016/j.oceaneng.2018.01.081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044631983&partnerID=40&md5=b8565fd02fc90c8d2e4528c0ecec9aeb",Article,Final,"",Scopus,2-s2.0-85044631983
"Su, W.-R., Chen, H., Chen, W.-B., Chang, C.-H., Lin, L.-Y., Jang, J.-H., Yu, Y.-C.","25643740200; 35204666700; 23968956300; 13307363900; 57141324300; 14060141300; 56227595300","Numerical investigation of wave energy resources and hotspots in the surrounding waters of Taiwan",2018,"Renewable Energy",118,"",,814,824,,19,10.1016/j.renene.2017.11.080,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035769106&partnerID=40&md5=2c1e4cde9bde33fe732c68af60679bb2",Article,Final,"",Scopus,2-s2.0-85035769106
"Tokat, P., Thiringer, T.","57347715400; 6602852724","Sizing of IPM Generator for a Single Point Absorber Type Wave Energy Converter",2018,"IEEE Transactions on Energy Conversion",33,"1",,10,19,,19,10.1109/TEC.2017.2741582,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028475164&partnerID=40&md5=013790afc33f2cbfa74ce168a51d2fc7",Article,Final,"",Scopus,2-s2.0-85028475164
"Son, D., Yeung, R.W.","56419383000; 7102833332","Real-time implementation and validation of optimal damping control for a permanent-magnet linear generator in wave energy extraction",2017,"Applied Energy",208,"",,571,579,,19,10.1016/j.apenergy.2017.09.097,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031754782&partnerID=40&md5=8ee1702b85542364127c613640cde24e",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85031754782
"Moñino, A., Medina-López, E., Clavero, M., Benslimane, S.","56724190300; 56724079200; 55270636300; 57197813372","Numerical simulation of a simple OWC problem for turbine performance",2017,"International Journal of Marine Energy",20,"",,17,32,,19,10.1016/j.ijome.2017.11.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035035164&partnerID=40&md5=23a9a64bef2994a231220dd61e89c137",Article,Final,"",Scopus,2-s2.0-85035035164
"Liu, Z., Qu, N., Shi, H.","56349270600; 56800218100; 15023660400","Experimental study on hydrodynamic performance of a wave energy converter within multi-heaving-buoys",2017,"International Journal of Energy Research",41,"9",,1351,1366,,19,10.1002/er.3725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010650767&partnerID=40&md5=e0cc115619250d7173f43e980994f253",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85010650767
"Lavidas, G., Venugopal, V.","56422497400; 15073567600","Wave energy resource evaluation and characterisation for the Libyan Sea",2017,"International Journal of Marine Energy",18,"",,1,14,,19,10.1016/j.ijome.2017.03.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016753785&partnerID=40&md5=f79b688d247568ccae2026759d06988a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85016753785
"Okoro, U., Kolios, A., Cui, L.","57192428290; 36544079300; 55211204800","Multi-criteria risk assessment approach for components risk ranking - The case study of an offshore wave energy converter",2017,"International Journal of Marine Energy",17,"",,21,39,,19,10.1016/j.ijome.2016.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006341166&partnerID=40&md5=dca881594c6a1f46495e77cc50444bbd",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85006341166
"Wan, Y., Fan, C., Zhang, J., Meng, J., Dai, Y., Li, L., Sun, W., Zhou, P., Wang, J., Zhang, X.","56555733100; 53866397900; 55963073000; 14028537000; 56048616800; 55648291600; 55726564100; 57001208300; 55976852400; 56735112500","Wave energy resource assessment off the coast of China around the Zhoushan Islands",2017,"Energies",10,"9", 1320,,,,19,10.3390/en10091320,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029390364&partnerID=40&md5=25e892efe5934b198a56c399efdc6dae",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85029390364
"Vakis, A.I., Anagnostopoulos, J.S.","27468022900; 6701683432","Mechanical design and modeling of a single-piston pump for the novel power take-off system of a wave energy converter",2016,"Renewable Energy",96,"",,531,547,,19,10.1016/j.renene.2016.04.076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966326644&partnerID=40&md5=de0ec4db5980d4871b0fab292996e517",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84966326644
"Sirigu, S.A., Vissio, G., Bracco, G., Giorcelli, E., Passione, B., Raffero, M., Mattiazzo, G.","57189897414; 56732939400; 57194222652; 6603191364; 56586171100; 55649821500; 6602883396","ISWEC design tool",2016,"International Journal of Marine Energy",15,"",,201,213,,19,10.1016/j.ijome.2016.04.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975690949&partnerID=40&md5=6d73d9e65b9727ab4602b2ff890c6e8d",Article,Final,"",Scopus,2-s2.0-84975690949
"Hansen, A.H., Pedersen, H.C.","57189370235; 56925605600","Optimal configuration of a discrete fluid power force system utilised in the PTO for WECs",2016,"Ocean Engineering",117,"",,88,98,,19,10.1016/j.oceaneng.2016.03.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961960865&partnerID=40&md5=4416e38541f6fc184893430029c08565",Article,Final,"",Scopus,2-s2.0-84961960865
"Liu, C.","41961245500","A tunable resonant oscillating water column wave energy converter",2016,"Ocean Engineering",116,"",,82,89,,19,10.1016/j.oceaneng.2016.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959332731&partnerID=40&md5=3b3b9d74f67b7b3d3ef51a55da1703e9",Article,Final,"",Scopus,2-s2.0-84959332731
"Tutar, M., Veci, I.","6603439300; 56781544400","Performance analysis of a horizontal axis 3-bladed Savonius type wave turbine in an experimental wave flume (EWF)",2016,"Renewable Energy",86,"",,8,25,,19,10.1016/j.renene.2015.07.079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939215014&partnerID=40&md5=906e33226c7d106cd5aa591826afe539",Article,Final,"",Scopus,2-s2.0-84939215014
"Medina-López, E., Moñino Ferrando, A., Clavero Gilabert, M., del Pino, C., Losada Rodríguez, M.","56724079200; 56724190300; 55270636300; 8876489600; 7101623730","Note on a real gas model for OWC performance",2016,"Renewable Energy",85,"",,588,597,,19,10.1016/j.renene.2015.07.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937146678&partnerID=40&md5=ae1bb2f8b7a7ff211fd38427ce513df8",Article,Final,"",Scopus,2-s2.0-84937146678
"Bull, D.","55586400600","An improved understanding of the natural resonances of moonpools contained within floating rigid-bodies: Theory and application to oscillating water column devices",2015,"Ocean Engineering",108,"",,799,812,,19,10.1016/j.oceaneng.2015.07.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942568389&partnerID=40&md5=2c351e1b053b6e53d91d0b4065fa52f5",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84942568389
"Behrens, S., Hayward, J.A., Woodman, S.C., Hemer, M.A., Ayre, M.","7102608580; 54787542700; 6603839303; 21734716100; 56592604000","Wave energy for Australia's National Electricity Market",2015,"Renewable Energy",81,"",,685,693,,19,10.1016/j.renene.2015.03.076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927617030&partnerID=40&md5=ac49d48e5b9bbe820ede1d9d178c7a4c",Article,Final,"",Scopus,2-s2.0-84927617030
"Ashton, I.G.C., Johanning, L.","8719483200; 13605483700","On errors in low frequency wave measurements from wave buoys",2015,"Ocean Engineering",95,"",,11,22,,19,10.1016/j.oceaneng.2014.11.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919743000&partnerID=40&md5=68dafa4d6833d381be3be266590667a5",Article,Final,"",Scopus,2-s2.0-84919743000
"Blanco, M., Moreno-Torres, P., Lafoz, M., Ramírez, D.","7202954829; 56549883500; 16068384900; 7005226678","Design parameter analysis of point absorber WEC via an evolutionary-algorithm-based dimensioning tool",2015,"Energies",8,"10",,11203,11233,,19,10.3390/en81011203,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946014654&partnerID=40&md5=f8e43e02771a485cd62433e4f3113d89",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84946014654
"Iida, T., Kashiwagi, M., He, G.","56349040500; 24724699400; 35366322200","Numerical confirmation of cloaking phenomenon on an array of floating bodies and reduction of wave drift force",2014,"International Journal of Offshore and Polar Engineering",24,"4",,241,246,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84915819526&partnerID=40&md5=09b48f6a80cc83824aed7f26bc8203c2",Article,Final,"",Scopus,2-s2.0-84915819526
"Zullah, M.A., Lee, Y.-H.","36060927600; 55716115100","Performance evaluation of a direct drive wave energy converter using CFD",2013,"Renewable Energy",49,"",,237,241,,19,10.1016/j.renene.2012.01.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866536652&partnerID=40&md5=281645a8cc45c1b2db3f775a9e90ac57",Article,Final,"",Scopus,2-s2.0-84866536652
"Hassan, M., Bora, S.N.","57199938176; 14420812800","Exciting forces for a pair of coaxial hollow cylinder and bottom-mounted cylinder in water of finite depth",2012,"Ocean Engineering",50,"",,38,43,,19,10.1016/j.oceaneng.2012.05.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862549936&partnerID=40&md5=ac3532868de1321e6060f5e40dbab05e",Article,Final,"",Scopus,2-s2.0-84862549936
"Gomes, R.P.F., Henriques, J.C.C., Gato, L.M.C., Falcão, A.F.O.","26030969000; 36173947400; 7004360885; 23485073200","IPS 2-body wave energy converter: Acceleration tube optimization",2010,"International Journal of Offshore and Polar Engineering",20,"4",,247,255,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79954466957&partnerID=40&md5=59a7d895c07a5e969b05080a74f021d7",Article,Final,"",Scopus,2-s2.0-79954466957
